source,property_id,price,location,size_sqft,year_built,bedrooms,bathrooms,lot_size,property_type,school_score,rental_estimate,price_history,walk_score,transit_score,bike_score
RealtyUS,9407465262,649000.0,"Boston, MA",902.0,2024.0,1.0,2.0,9999.0,condos,2.8181818181818183,3350.0,2025-03-05: 649000,N/A,N/A,N/A
RealtyUS,4221454887,799000.0,"Boston, MA",1376.0,2019.0,2.0,2.0,9999.0,condos,1.4444444444444444,3350.0,"2025-03-05: 799000, 2024-06-11: 3800, 2024-06-09: 0, 2024-06-08: 0, 2024-06-05: 0, 2024-06-04: 0, 2024-05-21: 3800, 2024-05-20: 3800, 2024-05-19: 3800, 2024-05-18: 0, 2024-04-28: 3800, 2024-04-27: 3800, 2024-04-24: 0, 2024-04-23: 0, 2024-04-02: 3800, 2024-04-02: 3800, 2024-03-30: 0, 2024-03-10: 3995, 2024-03-09: 3995, 2023-02-24: 3200, 2023-02-23: 0, 2023-02-22: 0, 2023-02-22: 0, 2023-02-18: 3200, 2023-02-18: 3200, 2023-02-17: 3200, 2023-02-16: 3400, 2023-02-15: 3400, 2023-02-15: 0, 2023-02-14: 0, 2023-02-14: 3400, 2023-02-09: 0, 2023-02-04: 3500, 2023-02-03: 3500, 2023-02-02: 3500, 2023-02-02: 3500, 2023-01-21: 3995, 2023-01-21: 3995, 2023-01-20: 0, 2023-01-20: 0, 2023-01-05: 3995, 2023-01-05: 3995, 2019-05-17: 0, 2019-05-16: 739000, 2019-05-16: 759000, 2019-05-10: 0, 2019-05-09: 759000, 2019-05-08: 0, 2019-04-21: 0, 2019-03-28: 759000, 2019-03-28: 759000, 2019-03-26: 759000, 2019-03-23: 759000, 2019-03-20: 759000, 2019-03-19: 759000",N/A,N/A,N/A
RealtyUS,4665682379,1995000.0,"Boston, MA",3510.0,1905.0,6.0,3.0,2380.0,multi_family,2.363636363636364,3350.0,"2025-03-05: 1995000, 2016-11-08: 835000, 2016-10-10: 835000, 2016-09-07: 850000, 2016-07-21: 875000, 2016-05-21: 875000, 2016-05-12: 875000, 2016-04-11: 899999, 2016-03-30: 899999",N/A,N/A,N/A
RealtyUS,9798720736,995000.0,"Boston, MA",3453.0,1905.0,9.0,3.0,5153.0,multi_family,2.3333333333333335,3350.0,2025-03-05: 995000,N/A,N/A,N/A
RealtyUS,4247337230,699999.0,"Boston, MA",1065.0,1905.0,2.0,2.0,1036.0,condos,1.9090909090909092,3350.0,"2025-03-04: 699999, 2020-04-01: 585000, 2014-07-02: 334000, 2014-03-27: 337000, 2012-06-29: 309000, 2012-06-14: 309000, 2012-05-31: 315000, 2012-05-04: 324000, 2012-04-26: 325000, 2012-04-13: 329000, 2012-04-11: 329000, 2012-03-25: 329000, 2012-03-08: 335000, 2012-02-22: 336000, 2012-02-13: 337000, 2012-01-12: 339000, 2011-12-22: 339000, 2011-09-15: 339000, 2011-09-12: 339000, 2011-09-08: 339000, 2007-10-03: 318300",N/A,N/A,N/A
RealtyUS,9931335852,724900.0,"Boston, MA",1694.0,2024.0,2.0,3.0,9999.0,condos,2.272727272727273,3350.0,2025-02-28: 724900,N/A,N/A,N/A
RealtyUS,3835198865,1150000.0,"Boston, MA",3463.0,1930.0,11.0,3.0,3360.0,multi_family,2.8,3350.0,"2025-02-26: 1150000, 2018-01-18: 899900, 2017-12-05: 899900, 2017-10-25: 929900, 2017-10-06: 949900",N/A,N/A,N/A
RealtyUS,9823235463,1350000.0,"Boston, MA",4020.0,1900.0,9.0,3.0,3279.0,multi_family,2.1818181818181817,3350.0,2025-02-26: 1350000,N/A,N/A,N/A
RealtyUS,9200282496,1125000.0,"Boston, MA",1512.0,2024.0,3.0,3.0,9999.0,condos,2.8181818181818183,3350.0,2025-02-25: 1125000,N/A,N/A,N/A
RealtyUS,9396978460,699000.0,"Boston, MA",1163.0,1905.0,3.0,1.0,9999.0,condos,1.5,3350.0,"2025-02-24: 699000, 2020-04-22: 2400, 2018-10-23: 2800, 2018-09-15: 2800, 2015-10-21: 2400, 2015-10-13: 2400, 2015-10-09: 2600, 2015-08-31: 2600, 2015-08-17: 2650, 2009-04-01: 1600, 2009-03-16: 1600",N/A,N/A,N/A
RealtyUS,9785752018,578888.0,"Boston, MA",1200.0,2025.0,2.0,2.0,2569.0,condos,2.636363636363636,3350.0,2025-02-24: 578888,N/A,N/A,N/A
RealtyUS,9649536860,549988.0,"Boston, MA",1012.0,2025.0,2.0,2.0,2643.0,condos,2.636363636363636,3350.0,2025-02-24: 549988,N/A,N/A,N/A
RealtyUS,4991703737,1395000.0,"Boston, MA",2613.0,1880.0,4.0,3.0,4665.0,single_family,2.2,3350.0,"2025-02-21: 1395000, 2019-07-01: 1025000, 2019-05-13: 999000, 2013-08-29: 435000, 2012-01-27: 439900, 2007-06-22: 443000, 2007-04-26: 449000, 1988-03-11: 140000",N/A,N/A,N/A
RealtyUS,9297195211,725000.0,"Boston, MA",1173.0,2021.0,3.0,2.0,9999.0,condos,2.0,3350.0,"2025-03-03: 725000, 2025-02-19: 740000, 2025-02-17: 789000, 2025-01-28: 789000, 2025-01-24: 819000, 2022-08-13: 619000, 2022-04-05: 0, 2022-03-31: 3200",N/A,N/A,N/A
RealtyUS,3781094617,1100000.0,"Boston, MA",1871.0,1905.0,3.0,2.0,9999.0,condos,2.1818181818181817,3350.0,"2025-02-19: 1100000, 2024-10-11: 1225000, 2024-09-09: 1225000, 2024-06-26: 1225000, 2024-05-18: 1299999, 2017-01-24: 720000, 2017-01-12: 2100, 2016-11-30: 739000, 2015-06-26: 2500, 2015-06-18: 2500, 2013-09-12: 2100, 2013-09-09: 2100, 2013-09-06: 2200, 2013-08-25: 2300, 2013-08-23: 2400, 2013-08-21: 2500",N/A,N/A,N/A
RealtyUS,3772201663,424900.0,"Boston, MA",760.0,1900.0,2.0,1.0,760.0,condos,1.5,3350.0,"2025-02-28: 424900, 2025-02-19: 449000, 2021-07-21: 1850, 2021-07-19: 1850, 2021-07-01: 1850, 2019-10-25: 1850, 2019-03-25: 1850, 2019-03-21: 0, 2019-02-04: 1850, 2019-01-30: 1950, 1996-06-28: 41000",N/A,N/A,N/A
RealtyUS,9156345199,849000.0,"Boston, MA",1126.0,2019.0,2.0,2.0,9999.0,condos,2.272727272727273,3350.0,"2025-02-19: 849000, 2019-07-25: 799000, 2019-07-22: 799000, 2019-07-20: 0, 2019-07-19: 799000, 2019-07-17: 0, 2019-07-16: 799000, 2019-07-04: 0, 2019-07-03: 799000, 2019-06-18: 0, 2019-06-17: 799000, 2019-05-30: 0, 2019-05-29: 799000, 2019-05-24: 0, 2019-05-23: 799000, 2019-05-08: 0, 2019-04-07: 0, 2019-04-05: 799000, 2018-05-31: 670000, 2018-04-10: 630000",N/A,N/A,N/A
RealtyUS,3513854429,670000.0,"Boston, MA",1059.0,1900.0,2.0,2.0,9999.0,condos,2.636363636363636,3350.0,"2025-02-18: 670000, 2024-11-15: 670000, 2024-10-06: 670000, 2024-09-11: 690000, 2019-06-05: 590000, 2019-05-23: 619000, 2019-05-15: 0, 2019-05-14: 619000, 2019-05-08: 0, 2019-03-29: 0, 2019-03-16: 619000, 2019-02-08: 629000",N/A,N/A,N/A
RealtyUS,4285044067,939000.0,"Boston, MA",1025.0,2019.0,2.0,2.0,9999.0,condos,2.636363636363636,3350.0,"2025-02-18: 939000, 2025-02-18: 4500, 2025-02-03: 939000, 2025-01-29: 939000, 2024-07-02: 950000, 2024-05-21: 950000, 2024-05-01: 950000, 2024-03-31: 4500, 2024-02-21: 4500, 2024-02-15: 975000, 2024-02-14: 975000, 2023-08-31: 950000, 2023-08-19: 4500, 2023-08-15: 4500, 2023-08-10: 0, 2023-06-24: 4500, 2023-05-22: 975000, 2023-04-03: 975000, 2019-07-08: 660000, 2019-05-03: 699000, 2019-03-16: 709000, 2019-02-06: 749000",N/A,N/A,N/A
RealtyUS,9986856107,1050000.0,"Boston, MA",2832.0,1905.0,7.0,3.0,3717.0,multi_family,2.2,3350.0,"2025-02-14: 1050000, 2025-01-02: 1149000",N/A,N/A,N/A
RealtyUS,3574253595,529000.0,"Boston, MA",867.0,1910.0,2.0,1.0,9999.0,condos,2.636363636363636,3350.0,"2025-02-13: 529000, 2025-01-17: 549000, 2024-12-20: 549000, 2024-09-26: 549000, 2019-07-09: 470000, 2019-04-17: 479900, 2019-03-28: 479000, 2019-03-09: 489900, 2019-01-09: 499900",N/A,N/A,N/A
RealtyUS,3627710231,499900.0,"Boston, MA",1250.0,1905.0,3.0,1.0,1250.0,condos,1.8,3350.0,"2025-02-12: 499900, 2024-11-27: 499900, 2024-10-11: 499900, 2024-09-12: 509900, 2024-09-03: 3000, 2024-07-18: 3000, 2022-10-11: 450000, 2022-08-03: 449000, 2022-07-20: 489000, 2018-04-02: 288000, 2018-02-23: 289000, 2018-02-12: 279000, 2017-11-28: 279000, 2017-08-14: 279000, 2013-11-01: 1550, 2013-10-02: 1550, 2013-09-17: 1650, 2011-01-07: 90000, 2010-10-10: 99900, 2010-01-15: 69900, 2010-01-12: 69900, 2010-01-02: 109900, 2007-12-13: 309000, 2007-09-12: 309000, 2005-05-13: 274000, 2005-04-11: 340000, 2005-03-14: 340000",N/A,N/A,N/A
RealtyUS,9172099880,799000.0,"Boston, MA",1385.0,2019.0,3.0,2.0,9166.0,condos,1.4444444444444444,3350.0,"2025-02-07: 799000, 2025-01-02: 799000, 2025-01-02: 799000, 2024-10-11: 0, 2024-10-11: 4000, 2024-09-14: 4000, 2024-09-14: 4000, 2024-09-10: 4000, 2024-09-09: 4000, 2024-08-31: 4300, 2024-08-30: 0, 2024-08-29: 0, 2024-08-28: 4300, 2024-08-27: 0, 2024-08-26: 4300, 2024-08-26: 4500, 2024-08-24: 0, 2024-08-20: 4500, 2024-08-19: 4500, 2024-08-10: 4700, 2024-07-28: 4800, 2024-07-17: 4900, 2024-07-09: 5000, 2023-06-05: 4850, 2023-05-30: 4850, 2023-05-23: 4850, 2023-05-15: 4850, 2023-05-03: 0, 2023-04-02: 5000, 2023-03-24: 0, 2023-03-23: 5000, 2023-03-14: 0, 2023-03-09: 5000, 2022-10-01: 4700, 2022-06-19: 4700, 2022-06-13: 4700, 2022-06-07: 5000, 2020-04-15: 825000, 2019-09-11: 874000, 2019-05-15: 874000, 2019-04-07: 889000, 2019-03-26: 889000, 2019-03-18: 889000, 2019-02-21: 929000, 2019-02-20: 929000, 2019-01-15: 929000",N/A,N/A,N/A
RealtyUS,4692479741,1799500.0,"Boston, MA",3300.0,1900.0,6.0,8.0,6833.0,multi_family,2.636363636363636,3350.0,"2025-02-18: 1799500, 2025-02-06: 1850000, 2025-02-05: 1899000, 2025-01-28: 1850000, 2025-01-01: 1850000, 2024-12-11: 1975000, 2024-11-20: 2100000, 2023-08-02: 779000, 2023-07-21: 779000, 2001-07-31: 230000",N/A,N/A,N/A
RealtyUS,9174725798,2199000.0,"Boston, MA",3882.0,1900.0,12.0,3.0,3066.0,multi_family,2.1818181818181817,3350.0,"2025-02-05: 2199000, 2023-12-20: 2200000, 2023-11-08: 2200000",N/A,N/A,N/A
RealtyUS,3915071063,375000.0,"Boston, MA",755.0,1970.0,3.0,1.0,755.0,condos,2.8,3350.0,"2025-02-04: 375000, 2008-10-15: 79000, 2008-08-19: 89900, 2008-08-19: 89900, 2008-02-18: 89900, 2005-11-15: 215000",N/A,N/A,N/A
RealtyUS,9355666808,599950.0,"Boston, MA",1100.0,1900.0,2.0,3.0,9999.0,condos,2.636363636363636,3350.0,"2025-02-18: 599950, 2025-02-06: 629500, 2025-02-04: 649950, 2025-01-28: 629500, 2025-01-01: 629500, 2024-12-08: 669950, 2024-11-20: 719950",N/A,N/A,N/A
RealtyUS,9734503057,629950.0,"Boston, MA",1200.0,1900.0,2.0,3.0,9999.0,condos,2.636363636363636,3350.0,"2025-02-18: 629950, 2025-02-06: 639500, 2025-02-04: 679500, 2025-01-28: 639500, 2025-01-01: 639500, 2024-12-08: 674900, 2024-11-20: 724900",N/A,N/A,N/A
RealtyUS,9416843873,599950.0,"Boston, MA",980.0,1900.0,2.0,2.0,9999.0,condos,2.636363636363636,3350.0,"2025-02-06: 619500, 2025-02-04: 599950, 2025-01-28: 619500, 2025-01-01: 619500, 2024-12-08: 649500, 2024-11-20: 699500",N/A,N/A,N/A
RealtyUS,4046723414,1699900.0,"Boston, MA",1685.0,1890.0,4.0,3.0,7000.0,multi_family,1.5,3350.0,"2025-02-11: 1699900, 2025-01-29: 1999900, 2023-11-19: 1140000, 2023-10-22: 1140000, 2023-10-06: 1200000, 2023-09-27: 1300000, 2023-08-24: 1400000, 2023-07-27: 1400000, 2023-03-30: 1599000, 2022-08-12: 1699000, 2018-11-12: 2195000, 2018-11-12: 2195000, 2017-10-01: 1299000, 2017-05-23: 1299000, 2017-05-09: 799000, 2017-02-17: 799000, 2016-08-02: 799000, 2016-03-04: 799000, 2016-01-09: 948800, 2015-10-07: 799000, 2015-10-05: 799000, 1987-02-10: 145000",N/A,N/A,N/A
RealtyUS,3395649122,720000.0,"Boston, MA",1537.0,1910.0,1.0,1.0,1537.0,condos,1.7,3350.0,"2025-02-11: 720000, 2025-02-05: 769000, 2025-02-01: 3450, 2025-01-23: 729900, 2025-01-21: 779000, 2024-12-23: 729900, 2024-12-14: 3450, 2024-11-20: 0, 2024-11-04: 729900, 2024-10-30: 3450, 2024-10-24: 3500, 2024-10-18: 3500, 2024-10-14: 3700, 2024-10-04: 749900, 2024-09-09: 774900, 2024-08-12: 775000, 2024-07-09: 789000, 2024-06-24: 799800, 2024-06-03: 799900, 2024-05-13: 829000, 2024-04-23: 849900, 2022-12-31: 3300, 2022-12-23: 0, 2022-12-22: 0, 2022-12-14: 3300, 2022-12-02: 3400, 2022-11-28: 3500, 2022-11-08: 0, 2022-11-01: 3500, 2022-10-20: 0, 2022-10-19: 3600, 2022-10-18: 3600, 2022-10-13: 3600, 2022-09-29: 3700, 2022-08-29: 3950, 2013-10-31: 382500, 2013-08-29: 350000, 2013-07-16: 395000, 2012-03-26: 350000, 2012-01-23: 350000, 2012-01-18: 365000, 2011-12-31: 365000, 2011-10-08: 365000, 2011-09-18: 275000, 2011-09-18: 275000, 2011-09-08: 275000",N/A,N/A,N/A
RealtyUS,9141127923,779999.0,"Boston, MA",1373.0,2021.0,3.0,3.0,9999.0,condos,1.7,3350.0,"2025-03-04: 779999, 2025-01-21: 799999, 2024-11-19: 799999, 2024-10-09: 799999, 2023-11-10: 0, 2023-10-16: 3529, 2023-10-12: 0, 2023-09-21: 3529, 2023-09-20: 3850, 2023-09-13: 3850, 2023-08-29: 3995, 2023-08-11: 4300, 2023-08-02: 4300, 2021-10-18: 3850, 2021-09-07: 3850, 2021-08-03: 3850, 2017-04-20: 2600, 2017-03-27: 2600, 2017-03-03: 2700, 2017-03-02: 2800, 2011-11-19: 1800, 2011-11-03: 1800, 2011-11-01: 1875, 2011-11-01: 299000, 2011-10-30: 1875, 2011-10-07: 1950, 2011-10-02: 1975, 2011-10-02: 299000, 2011-09-21: 2050, 2011-09-10: 2200, 2011-09-10: 310000, 2006-04-19: 349000, 2005-04-08: 349000",N/A,N/A,N/A
RealtyUS,9939821492,680000.0,"Boston, MA",1614.0,2024.0,3.0,3.0,9999.0,condos,2.363636363636364,3350.0,2025-01-17: 680000,N/A,N/A,N/A
RealtyUS,3278829899,649900.0,"Boston, MA",1096.0,2018.0,2.0,2.0,9999.0,condos,2.8,3350.0,"2025-01-16: 649900, 2018-12-14: 510000, 2018-10-17: 499000, 2017-08-24: 525000, 2017-07-22: 499999, 2017-07-11: 499999, 2017-07-06: 499999",N/A,N/A,N/A
RealtyUS,4628183914,995000.0,"Boston, MA",2427.0,1899.0,6.0,3.0,9999.0,multi_family,2.0,3350.0,"2024-12-31: 995000, 2024-12-30: 995000, 2024-12-02: 995000, 2006-03-30: 364000, 2005-12-18: 399000, 2001-07-17: 255000",N/A,N/A,N/A
RealtyUS,4514215216,1599900.0,"Boston, MA",3695.0,1900.0,6.0,4.0,6344.0,multi_family,2.363636363636364,3350.0,"2025-02-11: 1599900, 2024-12-17: 1625000, 1990-07-02: 175000",N/A,N/A,N/A
RealtyUS,3849539866,489000.0,"Boston, MA",1056.0,1989.0,3.0,2.0,9999.0,condos,2.4545454545454546,3350.0,"2025-01-10: 489000, 2024-12-18: 519000, 2024-12-15: 549000, 2024-12-05: 590000, 1990-12-21: 139000",N/A,N/A,N/A
RealtyUS,9952843729,1350000.0,"Boston, MA",3933.0,1905.0,12.0,3.0,3949.0,multi_family,2.7,3350.0,"2025-02-07: 1350000, 2025-01-26: 1399000, 2025-01-17: 1499000, 2024-12-03: 1550000",N/A,N/A,N/A
RealtyUS,9150621332,2400000.0,"Boston, MA",4639.0,1931.0,8.0,4.0,2178.0,multi_family,2.9,3350.0,"2025-01-22: 2400000, 2025-01-16: 2400000, 2024-12-26: 2400000, 2024-12-11: 2400000, 2024-11-25: 2400000, 2024-10-04: 2600000, 2024-07-11: 2600000",N/A,N/A,N/A
RealtyUS,4821435646,1050000.0,"Boston, MA",3972.0,1905.0,6.0,3.0,1856.0,multi_family,2.1818181818181817,3350.0,"2025-02-27: 1050000, 2025-02-17: 1050000, 2024-11-22: 1050000, 2018-09-12: 685000, 2017-10-25: 675000, 2017-07-19: 719000, 2017-07-07: 719000, 2013-08-29: 262000, 2012-02-20: 265000, 2012-02-14: 265000, 2012-01-03: 265000, 2011-11-08: 256900, 2011-10-31: 256900, 2011-10-31: 256900, 2011-09-14: 289900, 2011-09-14: 289900, 2011-08-16: 299900, 2006-08-24: 519000, 2006-07-19: 499000, 2006-02-18: 499000, 2005-09-27: 519000",N/A,N/A,N/A
RealtyUS,9181337369,670000.0,"Boston, MA",1870.0,1900.0,3.0,3.0,9999.0,condos,2.5,3350.0,"2025-02-27: 670000, 2025-02-12: 675000, 2025-01-24: 685000, 2024-11-21: 689999",N/A,N/A,N/A
RealtyUS,4606171818,1370000.0,"Boston, MA",3405.0,1920.0,7.0,5.0,5600.0,multi_family,2.363636363636364,3350.0,"2025-02-07: 1370000, 2024-10-29: 1375000, 2024-07-09: 1475000, 2024-05-09: 1475000, 2022-04-04: 0, 2022-04-01: 0, 2022-03-31: 879000, 2022-03-20: 0, 2022-02-28: 0, 2022-02-02: 879000, 2021-12-27: 879000, 2021-10-30: 879000, 2021-08-19: 879000, 2021-07-23: 899000",N/A,N/A,N/A
RealtyUS,9520964657,540000.0,"Boston, MA",582.0,2021.0,1.0,1.0,9999.0,condos,2.0,3350.0,"2024-12-31: 2300, 2024-10-11: 2600, 2024-10-08: 2800, 2024-10-07: 540000, 2024-07-15: 0, 2024-07-13: 0, 2024-05-17: 2700, 2024-04-25: 2700, 2023-04-26: 2700, 2023-04-25: 0, 2023-04-21: 0, 2023-04-12: 2700, 2023-03-31: 2700, 2023-03-09: 2750, 2023-03-06: 2750, 2023-03-02: 0, 2023-02-28: 2750, 2023-02-27: 2750, 2022-06-18: 499000, 2022-05-10: 499000",N/A,N/A,N/A
RealtyUS,9437347819,774500.0,"Boston, MA",1131.0,2017.0,2.0,2.0,9999.0,condos,1.5,3350.0,"2025-03-01: 3600, 2025-02-25: 3600, 2025-01-14: 0, 2024-12-19: 3600, 2024-12-12: 3600, 2024-12-04: 774500, 2024-12-03: 3800, 2024-10-04: 780000",N/A,N/A,N/A
RealtyUS,4286865851,1000000.0,"Boston, MA",1270.0,nan,3.0,0.0,10019.0,land,2.0833333333333335,3350.0,"2024-09-18: 1000000, 2009-11-05: 625000, 2009-08-13: 689000, 2009-07-24: 689000, 2009-06-25: 689000, 2009-05-13: 759000, 1989-08-31: 170000",N/A,N/A,N/A
RealtyUS,9494565273,685000.0,"Boston, MA",1045.0,2021.0,2.0,2.0,9999.0,condos,2.0,3350.0,"2024-12-31: 3300, 2024-11-13: 3600, 2024-09-11: 685000, 2024-07-13: 0, 2024-06-29: 3400, 2023-06-07: 3200, 2023-04-21: 0, 2023-04-21: 0, 2023-04-14: 3200, 2023-02-27: 3200, 2022-06-18: 699000, 2022-05-10: 699000",N/A,N/A,N/A
RealtyUS,3534635404,4000.0,"Boston, MA",1270.0,nan,3.0,2.0,9999.0,apartment,1.7,3350.0,"2025-03-07: 4000, 2017-05-06: 3300, 2017-04-08: 3300",N/A,N/A,N/A
RealtyUS,4683627625,3200.0,"Boston, MA",1100.0,1905.0,3.0,1.0,1100.0,apartment,2.2,3350.0,"2025-03-07: 3200, 2020-11-16: 0, 2020-09-25: 2800, 2020-09-17: 2700",N/A,N/A,N/A
RealtyUS,9759947009,3000.0,"Boston, MA",1270.0,nan,1.0,1.0,9999.0,apartment,2.0,3350.0,2025-03-07: 3000,N/A,N/A,N/A
RealtyUS,9659750135,3625.0,"Boston, MA",1270.0,nan,4.0,2.0,9999.0,apartment,1.7,3350.0,"2025-03-07: 3625, 2024-05-02: 0, 2024-04-17: 3525, 2024-04-16: 0, 2024-04-15: 3525, 2024-04-10: 0, 2024-04-09: 0, 2024-04-05: 3525, 2024-04-04: 0, 2024-04-02: 3525, 2024-04-01: 0, 2024-03-31: 3525, 2024-03-27: 0, 2024-03-25: 0, 2024-03-23: 3525, 2023-05-28: 0, 2023-05-27: 0, 2023-05-26: 3395, 2023-05-25: 0, 2023-05-24: 0, 2023-05-23: 3395, 2023-05-22: 0, 2023-05-21: 3395, 2023-05-19: 0, 2023-05-05: 0, 2023-02-24: 0, 2023-02-23: 3395, 2023-02-13: 0, 2023-02-11: 0, 2023-02-09: 3395, 2023-02-08: 0, 2023-02-07: 3395, 2023-02-04: 0, 2023-02-03: 0, 2023-02-03: 3395, 2023-02-01: 0, 2023-01-18: 3395, 2022-05-22: 0, 2022-05-21: 3325, 2022-05-20: 0, 2022-05-19: 0, 2022-05-18: 3325, 2022-05-16: 0, 2022-05-14: 3325, 2022-05-13: 0, 2022-05-06: 0, 2022-05-04: 3325, 2022-05-04: 0, 2022-05-03: 0, 2022-05-03: 3325, 2022-05-02: 3325, 2022-04-30: 0, 2022-04-28: 3325, 2022-04-28: 0, 2022-04-26: 0, 2022-04-22: 3325, 2022-04-20: 0, 2022-04-19: 3325, 2022-04-19: 0, 2022-04-17: 3325, 2022-04-16: 0, 2022-04-15: 3325, 2022-04-15: 0, 2022-04-14: 0, 2022-04-14: 3325, 2022-04-13: 3325, 2022-04-13: 0, 2022-04-12: 0, 2022-04-12: 3325, 2022-04-05: 3325, 2022-03-31: 0, 2022-03-28: 3325, 2022-03-09: 0, 2022-03-07: 3325",N/A,N/A,N/A
RealtyUS,3445173664,4000.0,"Dorchester, MA",1270.0,nan,3.0,2.0,9999.0,apartment,3.1,3350.0,,N/A,N/A,N/A
RealtyUS,9394939829,3900.0,"Boston, MA",1100.0,nan,3.0,2.0,9999.0,apartment,1.7,3350.0,"2025-03-06: 3900, 2022-09-02: 3500, 2022-02-26: 0, 2022-02-25: 2900, 2022-01-27: 2900, 2022-01-11: 2900, 2021-12-17: 3300",N/A,N/A,N/A
RealtyUS,9319799979,4200.0,"Boston, MA",1000.0,nan,3.0,2.0,999.0,condos,1.8,3350.0,"2025-03-06: 4200, 2025-02-27: 0, 2024-11-27: 3300, 2024-09-25: 3800, 2024-09-24: 3800, 2024-09-07: 0, 2024-08-19: 3600, 2024-08-03: 3800, 2024-07-25: 4000, 2024-07-17: 4000, 2024-07-02: 4200, 2024-04-07: 4200, 2021-06-07: 3500, 2021-05-28: 3500, 2021-05-11: 3500",N/A,N/A,N/A
RealtyUS,9554414927,4100.0,"Boston, MA",1000.0,nan,3.0,2.0,999.0,condos,1.8,3350.0,"2025-03-06: 4100, 2024-08-27: 3600, 2024-08-03: 3600, 2024-07-25: 3900, 2024-06-28: 4000, 2024-06-06: 4200, 2024-06-02: 4200, 2024-03-20: 4200, 2023-09-11: 3900, 2022-09-19: 3600, 2021-08-13: 3500, 2021-08-01: 3500, 2021-06-21: 3500, 2021-06-15: 3600, 2021-05-11: 3500",N/A,N/A,N/A
RealtyUS,9254881317,3800.0,"Boston, MA",1100.0,nan,3.0,2.0,1100.0,apartment,1.7,3350.0,"2025-03-06: 3800, 2023-09-11: 3400, 2023-09-10: 0, 2023-08-30: 0, 2023-08-23: 3400, 2023-08-22: 3400, 2023-08-01: 3600, 2023-04-25: 3800, 2023-04-09: 3900, 2022-09-02: 3500, 2022-02-26: 0, 2022-02-25: 2900, 2022-02-02: 2900, 2022-01-11: 2900, 2021-12-17: 3200",N/A,N/A,N/A
RealtyUS,9601711122,3975.0,"Boston, MA",1100.0,nan,3.0,2.0,9999.0,apartment,1.7,3350.0,2025-03-06: 3975,N/A,N/A,N/A
RealtyUS,4478614806,3000.0,"Boston, MA",1000.0,1905.0,2.0,1.0,9999999.0,apartment,2.363636363636364,3350.0,"2025-03-06: 3000, 2022-08-07: 1400, 2022-06-04: 2725, 2022-06-02: 2725, 2022-05-04: 0, 2022-04-27: 2725, 2022-04-27: 2725, 2022-03-09: 2725, 2022-02-14: 2750, 2015-06-13: 2000, 2015-04-13: 2000, 2015-02-07: 1875, 2015-02-04: 1875, 2015-01-16: 1900, 2013-08-30: 1600, 2011-05-19: 1500, 2011-05-12: 1400, 2011-04-29: 1500, 2011-03-26: 1400",N/A,N/A,N/A
RealtyUS,4858589791,3500.0,"Boston, MA",1000.0,nan,3.0,1.0,9999.0,apartment,2.8,3350.0,"2025-03-06: 3500, 2018-09-12: 813000, 2018-07-17: 889000, 2018-07-15: 914900, 2018-07-14: 889900, 2018-07-12: 914900, 2006-03-16: 375000, 2006-01-06: 385900, 2004-07-26: 460000, 2004-01-08: 405000",N/A,N/A,N/A
