LIST_NO,LIST_DATE,LEVELS_MF,ADDRESS,NO_BEDROOMS,FURNISHED_RN,HIGH_SCHOOL,LIST_OR_SALE_PRICE,LIST_PRICE,ORIG_PRICE,SQUARE_FEET,NEIGHBORHOOD,OFF_MKT_DATE,OFFER_DATE,RENT_FEE_INCLUDES_RN
73280891,8/22/24,,16 Wampus Ave U:33,2,No,A.B.R.H.S.,2200,2200,2200,763,,9/4/24,8/26/24,"Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Laundry Facilities, Parking "
73280897,8/22/24,,41 Everard St U:3,2,No,,2000,2000,1700,1077,,9/10/24,9/10/24,Water
73280911,8/22/24,,354 Market Street U:20,2,No,,2700,2700,2800,660,,10/3/24,9/30/24,"Heat, Hot Water, Gas, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Air Conditioning, Laundry Facilities"
73280914,8/22/24,,24 shrewsbury U:E,2,No,,2000,2000,2100,930,,10/2/24,9/30/24,"Heat, Hot Water, Gas, Water, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities"
73280934,8/22/24,,20 Jamaicaway U:2,2,No,,2550,2550,2675,825,,10/25/24,10/25/24,"Heat, Hot Water, Water, Sewerage Disposal"
73280935,8/22/24,,15 Homer Ave,2,Yes,,1850,1850,1875,1080,,10/6/24,10/4/24,"Water, Sewerage Disposal, Grounds Maintenance, Beach Rights, Furnishings (See Remarks), Air Conditioning, Laundry Facilities, Parking "
73280937,8/22/24,,125 Stoughton St U:5,2,,,3600,3600,3700,1319,,9/27/24,9/27/24,"Water, Sewerage Disposal, Refuse Removal, Parking "
73280948,8/22/24,,109 Charles Street U:1,0,,,2450,2450,2450,400,,8/31/24,8/31/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73280949,8/22/24,,29 Telegraph St U:3,2,No,,3000,3250,3500,733,,9/24/24,9/18/24,"Hot Water, Sewerage Disposal, Refuse Removal"
73280954,8/22/24,,109 Charles Street U:3,0,,,2400,2400,2400,350,,9/8/24,9/8/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73280957,8/22/24,,69-71 Carleton Road U:1,2,,Belmont,2900,2900,2900,1282,,8/25/24,8/25/24,"Water, Sewerage Disposal, Grounds Maintenance"
73280960,8/22/24,,80-91 Harlow St U:89,2,No,,3500,3500,3500,1000,,9/5/24,9/5/24,"Water, Sewerage Disposal, Snow Removal, Extra Storage, Garden Area, Parking "
73280972,8/22/24,,132 Broadway U:1,2,No,,3200,3000,3500,1200,,10/22/24,10/22/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Garden Area"
73280975,8/22/24,,24 Gage St. U:1,4,,,2750,2650,2850,1500,,11/20/24,11/20/24,"Water, Grounds Maintenance"
73280979,8/22/24,,24 Gage St. U:3,3,,,2171,2250,2400,1000,,11/25/24,11/25/24,"Water, Grounds Maintenance"
73280993,8/22/24,,430 Atlantic U:2,2,No,,3750,3750,3950,1000,,10/29/24,10/29/24,"Snow Removal, Beach Rights, Laundry Facilities, Parking "
73280994,8/22/24,,203 Florence Avenue U:2,2,,,3400,3400,3400,1050,,9/18/24,9/18/24,"Water, Sewerage Disposal, Refuse Removal, Extra Storage"
73280998,8/22/24,,1430 Columbia Road U:2,2,,,3700,3700,3700,700,,10/10/24,10/10/24,"Water, Sewerage Disposal"
73281007,8/22/24,,145 7Th St U:1,4,,,2900,2900,2900,1750,,9/10/24,9/10/24,"Water, Sewerage Disposal, Laundry Facilities"
73281024,8/22/24,,1025 Hancock st U:11D,1,,,2250,2250,2250,670,,8/27/24,8/27/24,"Heat, Hot Water, Water, Refuse Removal, Snow Removal, Extra Storage, Parking "
73281027,8/22/24,,30 Thayer Ave U:30,3,,,3450,3450,3450,1522,,8/29/24,8/29/24,Water
73281030,8/22/24,,61 Elm Street U:61,4,,,4000,4000,4000,2000,,8/30/24,8/30/24,Water
73281043,8/22/24,,11 Spofford Street,3,No,,2000,3000,3000,912,,9/25/24,9/25/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73281048,8/22/24,,10 Summer St U:10,2,No,,2300,2400,2695,825,,10/23/24,10/23/24,"Heat, Hot Water, Electric, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73281049,8/22/24,,116 Medford St U:1,3,No,,3400,3400,3400,1200,,9/18/24,9/18/24,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance, Garden Area, Laundry Facilities, Parking "
73281056,8/22/24,,121 Front Street U:1,3,No,Weymouth High,2600,2600,2600,900,,9/23/24,9/10/24,"Water, Sewerage Disposal, Refuse Removal"
73281057,8/22/24,,123 Front Street U:2,3,,Weymouth High,2700,2700,2800,960,,1/30/25,1/13/25,"Water, Sewerage Disposal, Refuse Removal"
73281061,8/22/24,,7 Spofford,2,No,,3000,3000,3000,1344,,9/4/24,9/4/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73281066,8/22/24,,100 Lovejoy U:7A,1,No,,3950,3950,3950,875,,8/22/24,8/22/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance"
73281067,8/22/24,,100 Charles Street U:3,0,,,2295,2295,2295,380,,9/3/24,9/3/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal"
73281069,8/22/24,,33 Rogers St. U:304,1,No,,3200,3200,3200,541,,8/27/24,8/27/24,"Snow Removal, Recreational Facilities"
73281070,8/22/24,,33 Rogers St. U:306,1,No,,3199,3199,3199,541,,9/17/24,9/17/24,"Snow Removal, Recreational Facilities"
73281071,8/22/24,,33 Rogers St. U:322,2,No,,4400,4400,4750,1098,,11/11/24,11/11/24,"Snow Removal, Recreational Facilities"
73281072,8/22/24,,33 Rogers St. U:405,1,No,,3600,3600,3600,700,,9/24/24,9/24/24,"Snow Removal, Recreational Facilities"
73281075,8/22/24,,146 Willow U:4,1,No,Waltham HS,2300,2250,2550,715,,11/12/24,11/8/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73281080,8/22/24,,53 Emerson Gardens Road U:53,2,No,,3800,3800,3800,1285,,10/1/24,9/13/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73281081,8/22/24,,1 Canal St. U:409,1,No,,4200,4200,4295,785,,11/25/24,11/25/24,"Hot Water, Gas, Refuse Removal, Snow Removal, Recreational Facilities, Swimming Pool"
73281083,8/22/24,,1 Canal St. U:819,1,No,,4100,4100,4100,785,,9/26/24,9/26/24,"Hot Water, Gas, Refuse Removal, Snow Removal, Recreational Facilities, Swimming Pool"
73281085,8/22/24,,1 Canal St. U:504,2,No,,5415,5415,5415,1191,,9/26/24,9/26/24,"Hot Water, Gas, Refuse Removal, Snow Removal, Recreational Facilities, Swimming Pool"
73281086,8/22/24,,1 Canal St. U:627,0,No,,3499,3499,3499,727,,9/26/24,9/26/24,"Hot Water, Gas, Refuse Removal, Snow Removal, Recreational Facilities, Swimming Pool"
73281087,8/22/24,,1 Canal St. U:722,1,No,,4250,4250,4250,850,,9/26/24,9/26/24,"Hot Water, Gas, Refuse Removal, Snow Removal, Recreational Facilities, Swimming Pool"
73281090,8/22/24,,1 Canal St. U:PH-1126,2,No,,7080,7080,7185,1253,,1/30/25,1/30/25,"Hot Water, Gas, Refuse Removal, Snow Removal, Recreational Facilities, Swimming Pool"
73281092,8/22/24,,160 Webster U:1,1,No,,1250,1250,1500,1850,,10/31/24,10/31/24,Snow Removal
73281094,8/22/24,,146 Willow U:5,2,,,2650,2650,2650,950,,10/8/24,9/28/24,"Heat, Hot Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73281096,8/22/24,,270 3rd Street U:206,0,No,,3150,3150,3150,466,,9/17/24,9/17/24,"Snow Removal, Recreational Facilities"
73281099,8/22/24,,21 Rogers St,2,,,3500,3500,3800,1280,,9/20/24,9/20/24,Occupancy Only
73281100,8/22/24,,16 Sterling Drive,3,No,Dover-Sherborn,5000,5000,5000,2600,,11/1/24,10/19/24,Grounds Maintenance
73281101,8/22/24,,50 Rogers St. U:214,0,No,,3075,3075,3075,522,,11/5/24,11/5/24,"Refuse Removal, Recreational Facilities"
73281111,8/22/24,,9 Park Vale Ave U:9,1,No,Brighton High,2300,2300,2350,800,,9/23/24,9/23/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities"
73281119,8/22/24,,52 Packards Ln U:4,2,,,3300,3200,3700,1700,,8/29/24,8/29/24,"Water, Sewerage Disposal"
73281122,8/22/24,,22 Chiswick Rd U:8,2,No,,2699,2699,2750,800,,9/23/24,9/18/24,"Heat, Hot Water, Water, Refuse Removal, Snow Removal, Laundry Facilities"
73281125,8/22/24,,52 Mill St,3,,GDRHS,3500,3500,3900,2000,,9/28/24,9/28/24,"Snow Removal, Grounds Maintenance"
73281135,8/22/24,,935 Washington St U:17,3,,,3800,3950,4000,1854,,9/18/24,9/17/24,"Heat, Hot Water"
73281141,8/22/24,,103 Lake U:1,2,,,1800,1800,1800,1200,,9/1/24,9/1/24,"Water, Sewerage Disposal"
73281147,8/23/24,,77 Wildwood Ave U:3,0,Yes,Newton North,2100,2100,2200,500,,10/8/24,10/8/24,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal, Laundry Facilities, Parking "
73281148,8/23/24,,269 Shawmut Avenue U:2,2,Yes,,6000,6000,6500,870,,10/27/24,10/27/24,"Water, Sewerage Disposal"
73281149,8/23/24,,17 Sewall St U:2,3,,,2800,2800,3300,1200,,11/18/24,11/18/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Laundry Facilities"
73281154,8/22/24,,67 Walter U:3,2,,,2500,2500,2500,801,,9/15/24,9/15/24,"Water, Sewerage Disposal, Extra Storage"
73281162,8/23/24,,48 Gorham Street U:A,3,,BHS,7995,7995,7995,2823,,8/29/24,8/29/24,Occupancy Only
73281166,8/23/24,,172 Brush Hill Rd U:2,3,,MPS,4000,4200,4200,1700,,9/9/24,8/26/24,"Water, Sewerage Disposal, Refuse Removal, Grounds Maintenance, Air Conditioning, Laundry Facilities, Parking "
73281170,8/23/24,,10 Alton Ct. U:2,4,,,4600,4600,5000,1680,,10/19/24,10/7/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Extra Storage, Parking "
73281171,8/23/24,,154 Wiswall Rd U:0,4,,,6400,5995,6500,3500,,10/6/24,9/24/24,Occupancy Only
73281174,8/23/24,,12 Winthrop Street U:1,2,,,1600,1600,1600,1027,,9/8/24,9/8/24,Water
73281178,8/23/24,,70 Washington Avenue,3,,,3700,3700,3700,1400,,9/3/24,9/3/24,"Water, Sewerage Disposal, Refuse Removal"
73281179,8/23/24,,12 Winthrop Street U:2,2,,,1600,1600,1600,1027,,9/13/24,9/13/24,Water
73281185,8/23/24,,11 West Broadway U:403,1,,,3150,3150,3600,819,,11/13/24,11/13/24,"Gas, Water, Sewerage Disposal"
73281193,8/23/24,,111 Beach Street U:4G,0,Partial,,2500,2500,2600,510,,10/21/24,10/21/24,"Heat, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Air Conditioning, Security"
73281194,8/23/24,,35 Wyman St U:102,2,,,2400,2400,2400,1000,,8/30/24,8/30/24,"Water, Sewerage Disposal, Refuse Removal"
73281208,8/23/24,,76 Woburn St U:1,1,No,,1850,1850,1850,670,,9/4/24,9/4/24,"Heat, Hot Water, Gas, Water, Sewerage Disposal, Parking "
73281214,8/23/24,,124 W Seventh St U:a,3,No,,4700,5000,6500,1454,,10/11/24,10/11/24,"Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73281221,8/23/24,,45 Rutland Square U:1,1,,,2475,2475,2475,750,,9/4/24,9/4/24,"Heat, Hot Water, Electric, Water, Sewerage Disposal"
73281229,8/23/24,,40 Moffatt Road U:0,2,,,2800,2600,2800,1076,,11/19/24,11/19/24,"Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73281230,8/23/24,,12 SOUTH MASON STREET U:4,3,No,,3700,3700,3700,1413,,8/27/24,8/23/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73281234,8/23/24,,282 Main St U:2,1,,,2000,2000,2150,750,,11/15/24,11/15/24,"Water, Sewerage Disposal, Parking "
73281237,8/23/24,,48 Richmond U:2,3,,,2900,2900,2900,1100,,9/15/24,9/15/24,"Water, Sewerage Disposal"
73281239,8/23/24,,102 Longwood Ave U:A,2,No,,3600,3600,3800,1200,,12/30/24,12/30/24,"Water, Sewerage Disposal, Snow Removal"
73281241,8/23/24,,110 Union St,4,,Franklin,3500,3700,3700,1950,,9/27/24,9/27/24,"Water, Sewerage Disposal, Refuse Removal, Laundry Facilities, Parking "
73281252,8/23/24,,64 Beacon  Street U:C-316,2,No,,2195,2195,2195,1068,,8/27/24,8/27/24,"Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Clubroom, Laundry Facilities, Parking "
73281253,8/23/24,,3 Summit Dr U:68,1,Partial,,2200,2200,2200,795,,9/4/24,9/4/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Swimming Pool, Extra Storage, Air Conditioning, Parking "
73281259,8/23/24,,115 Vine St U:1,3,,,3500,3500,3500,2072,,9/11/24,9/11/24,Other (See Remarks)
73281260,8/23/24,,11 Randall Drive,4,,,3950,3950,4200,1722,,9/24/24,9/24/24,"Water, Sewerage Disposal"
73281270,8/23/24,,53 Kent Street U:3,1,No,,3100,3100,3100,635,,9/13/24,9/13/24,"Refuse Removal, Occupancy Only"
73281271,8/23/24,,27 Puffer Street U:27,3,No,Lowell High,2300,2300,2300,892,,9/26/24,9/16/24,Occupancy Only
73281274,8/23/24,,27 Valiant Way U:27,1,Yes,,2150,2150,2150,885,,10/1/24,10/1/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Tennis Court, Swimming Pool, Clubroom, Laundry Facilities, Parking "
